organization,title,location,job_url,source_type,source_provider
Bethesda Hospital,BackBoard of DirectorsFrench Language ServicesIndigenous HealthOrganizational StructureOur Strategic PlanPublications & Reports,,https://southernhealth.ca/careers/,static_html_listing,
Bethesda Hospital,Board of Directors,,https://southernhealth.ca/about-us/board-of-directors/,static_html_listing,
Bike Co-op,Board of Directors,,https://www.seuo-uosu.com/governance/board-of-directors,static_html_listing,
Black Press,Canada Managers,,https://iservices.blackpress.ca/userlogin-wip.html,static_html_listing,
Bitstrips,Spectacles Student Worker - Software Engineering - GraphicsSPECSInternVienna,,https://careers.snap.com/job?id=R0043744,static_html_listing,
Black Screen Office,"1st Assistant CameraDepartment:Camera DepartmentCamera Department1st Assistant CameraResponsible for maintenance of the camera, such as keeping it clean or adjusting focus.Explore this career",,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/1st-assistant-camera/,static_html_listing,
Black Screen Office,"Production Management1st Assistant DirectorThe director’s right hand, who is directly responsible for running the set. Most of the main crew report to them.Explore this career",,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/1st-assistant-director/,static_html_listing,
Black Screen Office,"Camera Department2nd Assistant CameraResponsible for camera accessories, camera data (i.e. memory cards), and the “clapboard” or “slate.”Explore this career",,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/2nd-assistant-camera/,static_html_listing,
Black Screen Office,"Art DepartmentArt Department AssistantAssists the whole art department, such as dressing the set and handling props on set.Explore this career",,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/art-department-assistant/,static_html_listing,
Black Screen Office,"Art DepartmentArt DirectorResponsible for organizing the art department, making decisions about visual elements (like sets & props) and overseeing construction on set.Explore this career",,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/art-director/,static_html_listing,
Black Screen Office,"Video Post ProductionAssistant EditorKeeps the flow of post-production smooth by communicating with production departments, organizing daily footage, and assisting the Editor.Explore this career",,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/assistant-editor/,static_html_listing,
Black Screen Office,"Production ManagementAssistant Production AccountantCalculates finances and works out the cost of a production, and manages cash flow, spending and payroll.Explore this career",,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/assistant-production-accountant/,static_html_listing,
Black Screen Office,"Production ManagementAssistant to ProducersHas a good overview of the entire production process and is the Producer’s key helper, similar to an Executive Assistant in business.Explore this career",,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/assistant-to-producers/,static_html_listing,
Black Screen Office,Cast CoordinatorDepartment:Casting DepartmentCasting DepartmentCast CoordinatorThe primary liaison between the key talent and the production crew on a film or tv set.Explore this career,,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/cast-coordinator/,static_html_listing,
Black Screen Office,Casting AssistantDepartment:Casting DepartmentTagged:Entry LevelCasting DepartmentCasting AssistantHelps the Casting Director find actors to star in a film or TV production.Explore this career,,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/casting-assistant/,static_html_listing,
Black Screen Office,"Casting DepartmentCasting DirectorManages all aspects of choosing the stars and actors for a film or TV show, from the auditions, to negotiating the actors’ contracts.Explore this career",,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/casting-director/,static_html_listing,
Black Screen Office,Effects DepartmentCompositing SupervisorIs in charge of the department that puts together all the different elements of the visual effects shots.Explore this career,,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/compositing-supervisor/,static_html_listing,
Black Screen Office,Effects DepartmentComputer Graphics (CG) SupervisorResponsible for the delivery and quality of the 3D computer-generated elements of a VFX project.Explore this career,,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/computer-graphics-cg-supervisor/,static_html_listing,
Black Screen Office,Construction ManagerDepartment:Art DepartmentArt DepartmentConstruction ManagerSupervises the building of sets in the studio.Explore this career,,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/construction-manager/,static_html_listing,
Black Screen Office,"Wardrobe DepartmentCostume AssistantAssists the Costume Designer or Costume Supervisor with costume purchases, alterations, repairs or fittings on set.Explore this career",,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/costume-assistant/,static_html_listing,
Black Screen Office,Costume DesignerDepartment:Wardrobe DepartmentWardrobe DepartmentCostume DesignerDesigns the costumes and wardrobe for all the cast on a film or TV show.Explore this career,,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/costume-designer/,static_html_listing,
Black Screen Office,"Wardrobe DepartmentCostume SupervisorThe head of the costume department, who oversees all aspects of managing the designers, dressers and assistants.Explore this career",,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/costume-supervisor/,static_html_listing,
Black Screen Office,"Effects DepartmentData Capture Technical DirectorCollects information about how live-action footage is shot, to help the VFX studio add visual effects to it.Explore this career",,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/data-capture-technical-director/,static_html_listing,
Black Screen Office,Data input/output (I/O) TechnicianDepartment:Effects DepartmentEffects DepartmentData input/output (I/O) TechnicianManages computer storage and retrieval systems.Explore this career,,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/data-input-output-i-o-technician/,static_html_listing,
Black Screen Office,"Camera DepartmentDigital Imaging TechnicianPrepares the raw digital footage for viewing and editing, and bridges the gap between production and post production.Explore this career",,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/digital-imaging-technician/,static_html_listing,
Black Screen Office,DirectorDepartment:Above the LineAbove the LineDirectorThe creative lead of the film from pre-production through post-production.Explore this career,,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/director/,static_html_listing,
Black Screen Office,Director of PhotographyDepartment:Camera DepartmentCamera DepartmentDirector of PhotographyThe head of both the lighting and camera departments.Explore this career,,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/director-of-photography/,static_html_listing,
Black Screen Office,"Marketing and DistributionDistribution ExecutiveGet films and TV shows in front of an audience through theaters, broadcasting, and streaming platforms.Explore this career",,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/distribution-executive/,static_html_listing,
Black Screen Office,"Grip DepartmentKey GripHead of the department, who moves and sets up the cameras and other equipment to achieve what the Director and DoP envision for each shot.Explore this career",,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/key-grip/,static_html_listing,
Black Screen Office,LED TechnicianDepartment:Electrical DepartmentElectrical DepartmentLED TechnicianWorks with large LED screens that function as immersive backgrounds for shooting.Explore this career,,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/led-technician/,static_html_listing,
Black Screen Office,Location ManagerDepartment:Locations DepartmentLocations DepartmentLocation ManagerResearches and finds all the filming locations needed to make a film or TV production.Explore this career,,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/location-manager/,static_html_listing,
Black Screen Office,Locations DepartmentLocations AssistantAssists the location manager and unit manager with the day-to-day running of the site.Explore this career,,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/locations-assistant/,static_html_listing,
Black Screen Office,Marketing and DistributionMarketing AssistantAssists the creation of the marketing campaign once a film is completed and ready for release.Explore this career,,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/marketing-assistant/,static_html_listing,
Black Screen Office,"Marketing and DistributionMarketing ManagerCreates the marketing campaigns for a film’s release, targeting the film’s specific audience.Explore this career",,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/marketing-manager/,static_html_listing,
Black Screen Office,"Motion Capture TechnicianDepartment:Effects DepartmentEffects DepartmentMotion Capture TechnicianSets up and maintains the motion capture studio, and runs the capture station.Explore this career",,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/motion-capture-technician/,static_html_listing,
Black Screen Office,"Audio Post ProductionMusic SupervisorChooses the music for the film, selecting the right pieces to complement the film’s mood and tone, and securing the rights to use them.Explore this career",,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/music-supervisor/,static_html_listing,
Black Screen Office,"Production ManagementProduction AccountantCalculates finances and works out the cost of a production, and manages cash flow, spending and payroll.Explore this career",,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/production-accountant/,static_html_listing,
Black Screen Office,"Production AssistantDepartment:Production ManagementTagged:Entry LevelProduction ManagementProduction AssistantSupports every department by taking care of small tasks, as needed.Explore this career",,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/production-assistant/,static_html_listing,
Black Screen Office,Production ManagementProduction CoordinatorHelps ensure a film or television project runs smoothly by arranging the day-to-day running of the production office.Explore this career,,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/production-coordinator/,static_html_listing,
Black Screen Office,"Art DepartmentProduction DesignerCreates the way a film or TV production looks, and working with all other visual departments to design the world in which the story is set.Explore this career",,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/production-designer/,static_html_listing,
Black Screen Office,"Production ManagementProduction ManagerThe “foreman” of the crew, who schedules the production, hires crew, oversees permits and more. Most departments report to the PM.Explore this career",,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/production-manager/,static_html_listing,
Black Screen Office,Script SupervisorDepartment:Production ManagementProduction ManagementScript SupervisorEnsures that the continuity of a film is maintained from shot to shot.Explore this career,,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/script-supervisor/,static_html_listing,
Black Screen Office,Art DepartmentSet DesignerIn charge of designing the sets and working with all the other visual departments in order to create sets for a production.Explore this career,,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/set-designer/,static_html_listing,
Black Screen Office,Special FX SupervisorDepartment:Effects DepartmentEffects DepartmentSpecial FX SupervisorOversees all the practical or mechanical special effects that are used on set.Explore this career,,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/special-fx-supervisor/,static_html_listing,
Black Screen Office,Production ManagementStoryboard ArtistVisualizes the script and creates frame-by-frame sketches to bring the director’s and DoP’s vision to life before shooting begins.Explore this career,,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/storyboard-artist/,static_html_listing,
Black Screen Office,Stunt CoordinatorDepartment:Stunts DepartmentStunts DepartmentStunt CoordinatorCoordinates and arranges stunts for film and TV.Explore this career,,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/stunt-coordinator/,static_html_listing,
Black Screen Office,"Other Support RolesTransportation CoordinatorOversees the transportation needs of the film crew and staff, including hiring and managing the drivers.Explore this career",,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/transportation-coordinator/,static_html_listing,
Black Screen Office,VFX SupervisorDepartment:Effects DepartmentEffects DepartmentVFX SupervisorResponsible for overseeing all the VFX work and VFX personnel for a production.Explore this career,,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/vfx-supervisor/,static_html_listing,
Black Screen Office,Camera DepartmentVideo Assist OperatorSets up the feed and video monitors that allow the Director and other crew members to see what’s being shot.Explore this career,,https://reelcanada.ca/reel-opportunities/careers-in-film/careers/video-assist-operator/,static_html_listing,
BitCan (Canada),Drilling Engineering,,https://www.bitcange.com/services/drilling-engineering/,static_html_listing,
BitCan (Canada),Custom Engineered Mini-Frac/DFIT Systems (hardware and software),Hydraulic Dilation,https://www.bitcange.com/technologies/custom-engineered-mini-fracdfit-systems-hardware-and-software/,static_html_listing,
